goal combination,count,pick count
"['1 Skulltula from each Adult Dungeon', 'Defeat Big Octo']",6,2
"['1 Skulltula from each Adult Dungeon', 'Defeat Nabooru-Knuckle']",6,2
"['1 Skulltula from each Adult Dungeon', 'Defeat a Skull Kid']",6,0
"['1 Skulltula from each Adult Dungeon', 'Desert Colossus HP']",6,1
"['1 Skulltula from each Adult Dungeon', 'Dins Fire']",18,9
"['1 Skulltula from each Adult Dungeon', 'Eponas Song']",11,4
"['1 Skulltula from each Adult Dungeon', 'Exactly 30 Deku Sticks']",10,0
"['1 Skulltula from each Adult Dungeon', 'Fairy Slingshot']",6,1
"['1 Skulltula from each Adult Dungeon', 'Farores Wind']",6,2
"['1 Skulltula from each Adult Dungeon', 'Fire Medallion']",6,2
"['1 Skulltula from each Adult Dungeon', 'Fire Temple Boss Key']",9,3
"['1 Skulltula from each Adult Dungeon', 'Free all 9 Gorons in Fire Temple']",6,9
"['1 Skulltula from each Adult Dungeon', 'Ganons Castle Boss Key']",8,4
"['1 Skulltula from each Adult Dungeon', 'Goron Bracelet']",18,4
"['1 Skulltula from each Adult Dungeon', 'Goron Tunic']",9,0
"['1 Skulltula from each Adult Dungeon', 'Green Gauntlets']",25,7
"['1 Skulltula from each Adult Dungeon', 'Keaton Mask']",6,1
"['1 Skulltula from each Adult Dungeon', 'Light Arrows']",8,0
"['1 Skulltula from each Adult Dungeon', 'Longshot']",6,1
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Bottom of the Well']",7,2
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Deku Tree']",6,0
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Dodongos Cavern']",6,3
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Forest Temple']",7,4
"['1 Skulltula from each Adult Dungeon', 'Megaton Hammer']",11,4
"['1 Skulltula from each Adult Dungeon', 'Nayrus Love']",7,2
"['1 Skulltula from each Adult Dungeon', 'Obtain all 8 Small Keys in Fire Temple']",9,2
"['1 Skulltula from each Adult Dungeon', 'Open 3 Gold Rupee Chests']",9,4
"['1 Skulltula from each Adult Dungeon', 'Open the Final Door of Forest Trial']",11,1
"['1 Skulltula from each Adult Dungeon', 'Open the Final Door of Shadow Trial']",11,0
"['1 Skulltula from each Adult Dungeon', 'Open the Final Door of Water Trial']",15,2
"['1 Skulltula from each Adult Dungeon', 'Plant 5 Magic Beans']",6,0
"['1 Skulltula from each Adult Dungeon', 'Quiver (40)']",10,2
"['1 Skulltula from each Adult Dungeon', 'Quiver (50)']",10,5
"['1 Skulltula from each Adult Dungeon', 'Requiem of Spirit']",6,0
"['1 Skulltula from each Adult Dungeon', 'Sarias Song']",13,3
"['1 Skulltula from each Adult Dungeon', 'Silver Gauntlets']",7,2
"['1 Skulltula from each Adult Dungeon', 'Silver Scale']",13,5
"['1 Skulltula from each Adult Dungeon', 'Two Fairy Spells']",14,3
"['1 Skulltula from each Adult Dungeon', 'Win Bombchu Bowling Prize']",9,3
"['1 Skulltula from each Adult Dungeon', 'Zora Tunic']",7,3
"['1 Skulltula from each Child Dungeon', '1 Unused Small Key in each Adult Dungeon']",9,2
"['1 Skulltula from each Child Dungeon', '10 Songs']",6,4
"['1 Skulltula from each Child Dungeon', '3 Shields & 3 Boots']",6,1
"['1 Skulltula from each Child Dungeon', '3 Swords, Tunics, Boots, and Shields']",7,1
"['1 Skulltula from each Child Dungeon', '30 Different Skulltulas']",7,5
"['1 Skulltula from each Child Dungeon', 'All 3 Elemental Arrows']",17,6
"['1 Skulltula from each Child Dungeon', 'All 4 Market area Skulltulas']",6,5
"['1 Skulltula from each Child Dungeon', 'Beat the Spirit Temple']",6,2
"['1 Skulltula from each Child Dungeon', 'Clear 10 Silver Rupee Rooms']",6,0
"['1 Skulltula from each Child Dungeon', 'Dins Fire']",6,1
"['1 Skulltula from each Child Dungeon', 'Exactly 30 Deku Sticks']",7,0
"['1 Skulltula from each Child Dungeon', 'Green Gauntlets']",9,0
"['1 Skulltula from each Child Dungeon', 'Map & Compass in Spirit Temple']",6,6
"['1 Skulltula from each Child Dungeon', 'Open All 6 Gold Rupee Chests']",6,1
"['1 Skulltula from each Child Dungeon', 'Open the Final Door of Spirit Trial']",6,1
"['1 Unused Small Key in each Adult Dungeon', '3 Shields & 3 Boots']",6,6
"['1 Unused Small Key in each Adult Dungeon', '30 Deku Nuts']",6,0
"['1 Unused Small Key in each Adult Dungeon', '5 Hearts']",6,1
"['1 Unused Small Key in each Adult Dungeon', '5 Magic Beans']",11,3
"['1 Unused Small Key in each Adult Dungeon', '5 Zora area HPs']",8,4
"['1 Unused Small Key in each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds']",6,1
"['1 Unused Small Key in each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds']",7,2
"['1 Unused Small Key in each Adult Dungeon', '9 Hearts (no duping)']",15,9
"['1 Unused Small Key in each Adult Dungeon', 'All 3 Elemental Arrows']",19,1
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Child Skulltulas in Zoras Domain Area']",6,1
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Market area Skulltulas']",6,0
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Skulltulas in Jabu-Jabu']",6,1
"['1 Unused Small Key in each Adult Dungeon', 'All 5 Lake Hylia Skulltulas']",6,0
"['1 Unused Small Key in each Adult Dungeon', 'All 8 Death Mountain area Skulltulas']",6,2
"['1 Unused Small Key in each Adult Dungeon', 'All 8 Zoras Domain area Skulltulas']",8,0
"['1 Unused Small Key in each Adult Dungeon', 'Beat the Spirit Temple']",13,1
"['1 Unused Small Key in each Adult Dungeon', 'Both Rusty Switches in Spirit Temple']",9,1
"['1 Unused Small Key in each Adult Dungeon', 'Bronze Gauntlets']",6,0
"['1 Unused Small Key in each Adult Dungeon', 'Bullet Bag (50)']",6,1
"['1 Unused Small Key in each Adult Dungeon', 'Clear 10 Silver Rupee Rooms']",10,3
"['1 Unused Small Key in each Adult Dungeon', 'Defeat Barinade']",9,2
"['1 Unused Small Key in each Adult Dungeon', 'Defeat Twinrova']",6,1
"['1 Unused Small Key in each Adult Dungeon', 'Defeat Volvagia']",6,1
"['1 Unused Small Key in each Adult Dungeon', 'Exactly 30 Deku Sticks']",8,4
"['1 Unused Small Key in each Adult Dungeon', 'Green Gauntlets']",15,2
"['1 Unused Small Key in each Adult Dungeon', 'Lens of Truth']",7,2
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Bottom of the Well']",6,2
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Jabu-Jabu']",7,2
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Spirit Temple']",9,4
"['1 Unused Small Key in each Adult Dungeon', 'Obtain all 8 Small Keys in Fire Temple']",6,0
"['1 Unused Small Key in each Adult Dungeon', 'Open 3 Gold Rupee Chests']",13,4
"['1 Unused Small Key in each Adult Dungeon', 'Open All 6 Gold Rupee Chests']",10,2
"['1 Unused Small Key in each Adult Dungeon', 'Open the Final Door of Forest Trial']",7,1
"['1 Unused Small Key in each Adult Dungeon', 'Quiver (40)']",7,1
"['1 Unused Small Key in each Adult Dungeon', 'Sarias Song']",11,6
"['1 Unused Small Key in each Adult Dungeon', 'Two Fairy Spells']",6,3
"['10 Songs', '2 Skulltulas in Lon Lon Ranch']",11,5
"['10 Songs', '20 Different Skulltulas']",7,3
"['10 Songs', '3 Boss Keys']",6,3
"['10 Songs', '3 Lake Hylia Skulltulas']",6,3
"['10 Songs', '3 Skulltulas in Water Temple']",6,3
"['10 Songs', '3 Tunics']",6,2
"['10 Songs', '30 Deku Nuts']",11,2
"['10 Songs', '37th Heart Piece (Child Fortress)']",7,1
"['10 Songs', '4 Compasses']",7,3
"['10 Songs', '4 Unused Keys in Gerudo Training Grounds']",7,0
"['10 Songs', '5 Compasses']",11,3
"['10 Songs', '5 Hearts']",6,2
"['10 Songs', '5 Magic Beans']",12,0
"['10 Songs', '5 Maps']",16,9
"['10 Songs', '5 Zora area HPs']",10,4
"['10 Songs', '6 Compasses', 'Open 2 Boss Key Doors']",6,4
"['10 Songs', '6 Compasses']",24,17
"['10 Songs', '6 Different Unused Keys in Gerudo Training Grounds']",6,0
"['10 Songs', '6 Maps']",17,7
"['10 Songs', '7 Different Bottled Contents']",7,2
"['10 Songs', '7 Different Unused Keys in Gerudo Training Grounds']",11,3
"['10 Songs', '7 Hearts (no duping)']",7,1
"['10 Songs', '7 Maps']",17,3
"['10 Songs', '8 Different Unused Keys in Gerudo Training Grounds']",9,3
"['10 Songs', '8 Hearts (no duping)']",20,20
"['10 Songs', '9 Hearts (no duping)']",14,10
"['10 Songs', 'All 3 Kokiri Forest area Skulltulas']",8,1
"['10 Songs', 'All 3 Skulltulas in Bottom of the Well']",9,5
"['10 Songs', 'All 3 Skulltulas in Ice Cavern']",7,2
"['10 Songs', 'All 4 Gerudo Valley area Skulltulas']",12,4
"['10 Songs', 'All 4 Skulltulas in Deku Tree']",6,1
"['10 Songs', 'All 4 Skulltulas in Jabu-Jabu']",7,2
"['10 Songs', 'All 5 Lake Hylia Skulltulas']",18,2
"['10 Songs', 'All 5 Skulltulas in Dodongos Cavern']",8,5
"['10 Songs', 'All 5 Skulltulas in Fire Temple']",11,1
"['10 Songs', 'All 5 Skulltulas in Water Temple']",11,4
"['10 Songs', 'All 8 Death Mountain area Skulltulas']",8,1
"['10 Songs', 'All 8 Kakariko area Skulltulas']",6,1
"['10 Songs', 'All 8 Zoras Domain area Skulltulas']",16,1
"['10 Songs', 'Beat Dodongos Cavern']",6,1
"['10 Songs', 'Beat the Fire Temple']",9,1
"['10 Songs', 'Bomb Bag (30)']",8,3
"['10 Songs', 'Both Gerudo Valley HPs']",6,0
"['10 Songs', 'Both HPs in Death Mountain Crater']",7,9
"['10 Songs', 'Both HPs in Lost Woods']",9,1
"['10 Songs', 'Both Hyrule Field area Skulltulas']",8,3
"['10 Songs', 'Bottled Fairy']",6,3
"['10 Songs', 'Bronze Gauntlets']",7,0
"['10 Songs', 'Bullet Bag (50)']",6,1
"['10 Songs', 'Clear 4 Silver Rupee Rooms']",6,4
"['10 Songs', 'Clear 8 Silver Rupee Rooms']",8,3
"['10 Songs', 'Cow in House']",7,4
"['10 Songs', 'Defeat Bongo-Bongo']",8,0
"['10 Songs', 'Defeat Dark Link']",7,0
"['10 Songs', 'Defeat Meg (Purple Poe)']",7,0
"['10 Songs', 'Defeat Meg (purple Poe)']",8,1
"['10 Songs', 'Defeat Nabooru-Knuckle']",8,1
"['10 Songs', 'Defeat Volvagia']",19,2
"['10 Songs', 'Defeat a Skull Kid']",11,3
"['10 Songs', 'Defeat both Flare Dancers']",7,4
"['10 Songs', 'Dins Fire']",18,13
"['10 Songs', 'Exactly 20 Deku Sticks']",11,3
"['10 Songs', 'Exactly 30 Deku Sticks']",12,1
"['10 Songs', 'Fairy Bow']",6,1
"['10 Songs', 'Farores Wind']",9,3
"['10 Songs', 'Fill all 4 Bottle Slots']",9,2
"['10 Songs', 'Fire Medallion']",7,0
"['10 Songs', 'Fire Temple Boss Key']",7,5
"['10 Songs', 'Forest Temple Boss Key']",6,0
"['10 Songs', 'Free all 9 Gorons in Fire Temple']",7,6
"['10 Songs', 'Ganons Castle Boss Key']",16,3
"['10 Songs', 'Gerudos Card']",7,1
"['10 Songs', 'Giants Wallet']",6,4
"['10 Songs', 'Goron Bracelet']",29,10
"['10 Songs', 'Goron Tunic']",10,4
"['10 Songs', 'Green Gauntlets']",20,1
"['10 Songs', 'Ice Arrows']",13,10
"['10 Songs', 'Keaton Mask']",7,0
"['10 Songs', 'Lens of Truth']",14,5
"['10 Songs', 'Light Arrows']",10,13
"['10 Songs', 'Lon Lon Ranch HP']",6,5
"['10 Songs', 'Map & Compass in Bottom of the Well']",11,2
"['10 Songs', 'Map & Compass in Dodongos Cavern']",13,3
"['10 Songs', 'Map & Compass in Fire Temple']",10,2
"['10 Songs', 'Map & Compass in Forest Temple']",9,1
"['10 Songs', 'Obtain all 5 Small Keys in Forest Temple']",6,5
"['10 Songs', 'Obtain all 5 Small Keys in Shadow Temple']",13,6
"['10 Songs', 'Obtain all 8 Small Keys in Fire Temple']",6,3
"['10 Songs', 'Open 2 Boss Key Doors']",11,4
"['10 Songs', 'Open 3 Boss Key Doors']",16,6
"['10 Songs', 'Open 3 Gold Rupee Chests']",9,4
"['10 Songs', 'Open the Final Door of Forest Trial']",6,2
"['10 Songs', 'Open the Final Door of Shadow Trial']",8,1
"['10 Songs', 'Open the Final Door of Water Trial']",12,1
"['10 Songs', 'Plant 5 Magic Beans']",7,3
"['10 Songs', 'Quiver (40)']",11,6
"['10 Songs', 'Quiver (50)']",14,2
"['10 Songs', 'Rutos Letter']",6,2
"['10 Songs', 'Sarias Song']",18,7
"['10 Songs', 'Silver Scale']",7,3
"['10 Songs', 'Win Bombchu Bowling Prize']",10,3
"['10 Songs', 'Zora Tunic']",10,4
"['15 Different Skulltulas', '3 Swords, Tunics, Boots, and Shields']",6,1
"['15 Different Skulltulas', '7 Compasses']",7,7
"['15 Different Skulltulas', '8 Different Unused Keys in Gerudo Training Grounds']",6,2
"['15 Different Skulltulas', 'All 3 Elemental Arrows']",8,7
"['15 Different Skulltulas', 'All 4 Market area Skulltulas']",7,9
"['15 Different Skulltulas', 'Beat the Spirit Temple']",7,1
"['15 Different Skulltulas', 'Both Rusty Switches in Spirit Temple']",7,0
"['15 Different Skulltulas', 'Clear 10 Silver Rupee Rooms']",6,3
"['15 Different Skulltulas', 'Dins Fire']",6,1
"['15 Different Skulltulas', 'Fire Medallion']",7,2
"['15 Different Skulltulas', 'Green Gauntlets']",11,9
"['15 Different Skulltulas', 'Map & Compass in Spirit Temple']",7,2
"['15 Different Skulltulas', 'Open All 6 Gold Rupee Chests']",7,6
"['15 Different Skulltulas', 'Two Fairy Spells']",6,2
"['2 Boss Keys', '30 Different Skulltulas']",11,4
"['2 Boss Keys', '7 Compasses']",9,0
"['2 Boss Keys', '9 Hearts (no duping)']",6,2
"['2 Boss Keys', 'Green Gauntlets']",9,1
"['2 Skulltulas in Lon Lon Ranch', '3 Shields & 3 Boots']",8,1
"['2 Skulltulas in Lon Lon Ranch', '3 Swords & 3 Shields']",9,2
"['2 Skulltulas in Lon Lon Ranch', '3 Swords, Tunics, Boots, and Shields']",11,1
"['2 Skulltulas in Lon Lon Ranch', '30 Different Skulltulas']",12,6
"['2 Skulltulas in Lon Lon Ranch', '4 Skulltulas in Shadow Temple']",6,2
"['2 Skulltulas in Lon Lon Ranch', '6 Maps']",6,1
"['2 Skulltulas in Lon Lon Ranch', '7 Compasses']",8,3
"['2 Skulltulas in Lon Lon Ranch', '7 Maps']",6,1
"['2 Skulltulas in Lon Lon Ranch', 'All 3 Elemental Arrows']",14,2
"['2 Skulltulas in Lon Lon Ranch', 'All 5 Lake Hylia Skulltulas']",7,1
"['2 Skulltulas in Lon Lon Ranch', 'All 5 Skulltulas in Water Temple']",7,0
"['2 Skulltulas in Lon Lon Ranch', 'Beat the Spirit Temple']",6,0
"['2 Skulltulas in Lon Lon Ranch', 'Both Rusty Switches in Spirit Temple']",12,0
"['2 Skulltulas in Lon Lon Ranch', 'Clear 10 Silver Rupee Rooms']",7,1
"['2 Skulltulas in Lon Lon Ranch', 'Defeat 4 Different Iron Knuckles']",6,4
"['2 Skulltulas in Lon Lon Ranch', 'Goron Bracelet']",6,0
"['2 Skulltulas in Lon Lon Ranch', 'Green Gauntlets']",13,3
"['2 Skulltulas in Lon Lon Ranch', 'Nayrus Love']",8,1
"['2 Skulltulas in Lon Lon Ranch', 'Obtain all 5 Small Keys in Shadow Temple']",6,1
"['2 Skulltulas in Lon Lon Ranch', 'Open All 6 Gold Rupee Chests']",13,2
"['20 Different Skulltulas', '3 Shields & 3 Boots']",8,4
"['20 Different Skulltulas', '3 Swords, Tunics, Boots, and Shields']",7,2
"['20 Different Skulltulas', '7 Compasses']",6,3
"['20 Different Skulltulas', '8 Hearts (no duping)']",8,4
"['20 Different Skulltulas', '9 Hearts (no duping)']",6,0
"['20 Different Skulltulas', 'All 3 Elemental Arrows']",15,4
"['20 Different Skulltulas', 'Both Rusty Switches in Spirit Temple']",9,2
"['20 Different Skulltulas', 'Defeat Twinrova']",7,3
"['20 Different Skulltulas', 'Fire Temple Boss Key']",6,1
"['20 Different Skulltulas', 'Free all 9 Gorons in Fire Temple']",6,2
"['20 Different Skulltulas', 'Green Gauntlets']",6,3
"['20 Different Skulltulas', 'Obtain all 5 Small Keys in Shadow Temple']",6,2
"['20 Different Skulltulas', 'Open 3 Boss Key Doors']",6,4
"['20 Different Skulltulas', 'Open All 6 Gold Rupee Chests']",6,3
"['20 Different Skulltulas', 'Quiver (50)']",7,3
"['20 Different Skulltulas', 'Two Fairy Spells']",9,2
"['3 Boots', '8 Hearts (no duping)']",6,3
"['3 Boots', 'All 3 Elemental Arrows']",17,6
"['3 Boots', 'Both Rusty Switches in Spirit Temple']",6,2
"['3 Boots', 'Dins Fire']",7,3
"['3 Boots', 'Green Gauntlets']",8,2
"['3 Boots', 'Open All 6 Gold Rupee Chests']",9,2
"['3 Boss Keys', '3 Shields & 3 Boots']",6,0
"['3 Boss Keys', '3 Swords, Tunics, Boots, and Shields']",9,1
"['3 Boss Keys', '30 Different Skulltulas']",15,4
"['3 Boss Keys', '7 Compasses']",6,2
"['3 Lake Hylia Skulltulas', 'Clear 10 Silver Rupee Rooms']",9,1
"['3 Shields & 3 Boots', '30 Deku Nuts']",9,1
"['3 Shields & 3 Boots', '30 Different Skulltulas']",35,14
"['3 Shields & 3 Boots', '4 Skulltulas in Shadow Temple']",8,4
"['3 Shields & 3 Boots', '5 Hearts']",7,1
"['3 Shields & 3 Boots', '5 Magic Beans']",12,0
"['3 Shields & 3 Boots', '500 Rupees']",10,1
"['3 Shields & 3 Boots', '6 Hearts']",7,1
"['3 Shields & 3 Boots', '7 Different Unused Keys in Gerudo Training Grounds']",6,0
"['3 Shields & 3 Boots', '7 Hearts (no duping)']",8,0
"['3 Shields & 3 Boots', '8 Different Unused Keys in Gerudo Training Grounds']",8,2
"['3 Shields & 3 Boots', '8 Hearts (no duping)']",11,11
"['3 Shields & 3 Boots', '9 Hearts (no duping)']",15,0
"['3 Shields & 3 Boots', '9 Songs']",8,2
"['3 Shields & 3 Boots', 'All 3 Elemental Arrows']",30,2
"['3 Shields & 3 Boots', 'All 3 Skulltulas in Bottom of the Well']",16,3
"['3 Shields & 3 Boots', 'All 4 Gerudo Valley area Skulltulas']",7,0
"['3 Shields & 3 Boots', 'All 4 Lon Lon Ranch area Skulltulas']",12,0
"['3 Shields & 3 Boots', 'All 4 Market area Skulltulas']",11,2
"['3 Shields & 3 Boots', 'All 5 Skulltulas in Dodongos Cavern']",7,4
"['3 Shields & 3 Boots', 'All 5 Skulltulas in Fire Temple']",8,8
"['3 Shields & 3 Boots', 'All 5 Skulltulas in Forest Temple']",8,0
"['3 Shields & 3 Boots', 'All 8 Death Mountain area Skulltulas']",9,2
"['3 Shields & 3 Boots', 'All 8 Kakariko area Skulltulas']",8,3
"['3 Shields & 3 Boots', 'All 8 Zoras Domain area Skulltulas']",20,1
"['3 Shields & 3 Boots', 'Beat the Fire Temple']",10,1
"['3 Shields & 3 Boots', 'Bomb Bag (30)']",8,0
"['3 Shields & 3 Boots', 'Bronze Gauntlets']",6,0
"['3 Shields & 3 Boots', 'Bullet Bag (40)']",7,2
"['3 Shields & 3 Boots', 'Bullet Bag (50)']",8,2
"['3 Shields & 3 Boots', 'Defeat Barinade']",6,5
"['3 Shields & 3 Boots', 'Defeat Dark Link']",6,0
"['3 Shields & 3 Boots', 'Defeat Volvagia']",15,2
"['3 Shields & 3 Boots', 'Defeat all Lizalfos in Dodongos Cavern']",8,0
"['3 Shields & 3 Boots', 'Defeat both Flare Dancers']",10,2
"['3 Shields & 3 Boots', 'Dins Fire']",9,3
"['3 Shields & 3 Boots', 'Double Defense']",11,5
"['3 Shields & 3 Boots', 'Eponas Song']",11,0
"['3 Shields & 3 Boots', 'Exactly 20 Deku Sticks']",6,0
"['3 Shields & 3 Boots', 'Exactly 30 Deku Sticks']",13,3
"['3 Shields & 3 Boots', 'Fairy Bow']",7,3
"['3 Shields & 3 Boots', 'Farores Wind']",7,2
"['3 Shields & 3 Boots', 'Fire Medallion']",9,1
"['3 Shields & 3 Boots', 'Fire Temple Boss Key']",9,3
"['3 Shields & 3 Boots', 'Forest Temple Boss Key']",8,2
"['3 Shields & 3 Boots', 'Free all 9 Gorons in Fire Temple']",12,4
"['3 Shields & 3 Boots', 'Ganons Castle Boss Key']",13,2
"['3 Shields & 3 Boots', 'Giants Wallet']",8,0
"['3 Shields & 3 Boots', 'Goron Bracelet']",6,0
"['3 Shields & 3 Boots', 'Green Gauntlets']",27,9
"['3 Shields & 3 Boots', 'Keaton Mask']",8,2
"['3 Shields & 3 Boots', 'Light Arrows']",13,2
"['3 Shields & 3 Boots', 'Lon Lon Ranch HP']",6,6
"['3 Shields & 3 Boots', 'Longshot']",14,1
"['3 Shields & 3 Boots', 'Map & Compass in Dodongos Cavern']",11,6
"['3 Shields & 3 Boots', 'Map & Compass in Forest Temple']",12,5
"['3 Shields & 3 Boots', 'Megaton Hammer']",19,5
"['3 Shields & 3 Boots', 'Obtain all 5 Small Keys in Forest Temple']",14,4
"['3 Shields & 3 Boots', 'Obtain all 8 Small Keys in Fire Temple']",9,1
"['3 Shields & 3 Boots', 'Open 2 Boss Key Doors']",6,0
"['3 Shields & 3 Boots', 'Open 3 Boss Key Doors']",9,4
"['3 Shields & 3 Boots', 'Open 3 Gold Rupee Chests']",24,6
"['3 Shields & 3 Boots', 'Open All 6 Gold Rupee Chests']",24,1
"['3 Shields & 3 Boots', 'Open the Final Door of Forest Trial']",10,1
"['3 Shields & 3 Boots', 'Open the Final Door of Shadow Trial']",7,1
"['3 Shields & 3 Boots', 'Open the Final Door of Water Trial']",8,1
"['3 Shields & 3 Boots', 'Plant 5 Magic Beans']",10,3
"['3 Shields & 3 Boots', 'Plant bean in Death Mountain Crater']",7,0
"['3 Shields & 3 Boots', 'Quiver (40)']",10,5
"['3 Shields & 3 Boots', 'Quiver (50)']",6,2
"['3 Shields & 3 Boots', 'Sarias Song']",12,8
"['3 Shields & 3 Boots', 'Shadow Temple Boss Key']",7,3
"['3 Shields & 3 Boots', 'Silver Scale']",6,3
"['3 Shields & 3 Boots', 'Two Fairy Spells']",9,2
"['3 Shields & 3 Boots', 'Win Bombchu Bowling Prize']",6,0
"['3 Shields & 3 Boots', 'Zora Tunic']",6,2
"['3 Shields & 3 Tunics', '30 Different Skulltulas']",25,8
"['3 Shields & 3 Tunics', '5 Hearts']",6,3
"['3 Shields & 3 Tunics', '5 Magic Beans']",6,0
"['3 Shields & 3 Tunics', '7 Compasses']",7,1
"['3 Shields & 3 Tunics', '9 Hearts (no duping)']",11,6
"['3 Shields & 3 Tunics', '9 Songs']",6,0
"['3 Shields & 3 Tunics', 'All 3 Elemental Arrows']",27,6
"['3 Shields & 3 Tunics', 'All 3 Skulltulas in Bottom of the Well']",7,4
"['3 Shields & 3 Tunics', 'All 8 Zoras Domain area Skulltulas']",7,1
"['3 Shields & 3 Tunics', 'Clear 10 Silver Rupee Rooms']",10,0
"['3 Shields & 3 Tunics', 'Eponas Song']",6,4
"['3 Shields & 3 Tunics', 'Fire Temple Boss Key']",6,0
"['3 Shields & 3 Tunics', 'Ganons Castle Boss Key']",6,0
"['3 Shields & 3 Tunics', 'Keaton Mask']",6,0
"['3 Shields & 3 Tunics', 'Light Arrows']",10,1
"['3 Shields & 3 Tunics', 'Longshot']",11,3
"['3 Shields & 3 Tunics', 'Open 5 Gold Rupee Chests']",7,1
"['3 Shields & 3 Tunics', 'Open All 6 Gold Rupee Chests']",37,7
"['3 Shields & 3 Tunics', 'Rutos Letter']",6,3
"['3 Shields & 3 Tunics', 'Sarias Song']",9,2
"['3 Shields', '30 Different Skulltulas']",24,9
"['3 Shields', '7 Compasses']",11,5
"['3 Shields', '8 Hearts (no duping)']",7,1
"['3 Shields', '9 Hearts (no duping)']",14,2
"['3 Shields', 'All 3 Elemental Arrows']",15,1
"['3 Shields', 'Bullet Bag (50)']",6,1
"['3 Shields', 'Clear 10 Silver Rupee Rooms']",9,0
"['3 Shields', 'Dins Fire']",13,5
"['3 Shields', 'Fire Temple Boss Key']",7,1
"['3 Shields', 'Free all 9 Gorons in Fire Temple']",6,1
"['3 Shields', 'Green Gauntlets']",15,5
"['3 Shields', 'Obtain all 5 Small Keys in Shadow Temple']",7,1
"['3 Shields', 'Open All 6 Gold Rupee Chests']",11,2
"['3 Skulltulas in Water Temple', '30 Different Skulltulas']",15,8
"['3 Skulltulas in Water Temple', '6 Compasses']",8,4
"['3 Skulltulas in Water Temple', '7 Compasses']",6,1
"['3 Skulltulas in Water Temple', '7 Songs']",6,2
