goal combination,count,pick count
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds']",25,7
"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)']",23,14
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans']",20,5
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds']",15,4
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)']",50,20
"['1 Skulltula from each Adult Dungeon', 'All 3 Kokiri Forest area Skulltulas']",18,7
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well']",26,9
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Ice Cavern']",10,11
"['1 Skulltula from each Adult Dungeon', 'All 4 Child Skulltulas in Zoras Domain Area']",14,7
"['1 Skulltula from each Adult Dungeon', 'All 4 Gerudo Valley area Skulltulas']",26,5
"['1 Skulltula from each Adult Dungeon', 'All 4 Lon Lon Ranch area Skulltulas']",18,1
"['1 Skulltula from each Adult Dungeon', 'All 4 Lost Woods area Skulltulas']",16,11
"['1 Skulltula from each Adult Dungeon', 'All 4 Market area Skulltulas']",12,9
"['1 Skulltula from each Adult Dungeon', 'All 4 Skulltulas in Deku Tree']",8,1
"['1 Skulltula from each Adult Dungeon', 'All 4 Skulltulas in Jabu-Jabu']",13,6
"['1 Skulltula from each Adult Dungeon', 'All 4 Wasteland/ Colossus area Skulltulas']",14,2
"['1 Skulltula from each Adult Dungeon', 'All 5 Lake Hylia Skulltulas']",29,11
"['1 Skulltula from each Adult Dungeon', 'All 5 Skulltulas in Dodongos Cavern']",13,11
"['1 Skulltula from each Adult Dungeon', 'All 5 Skulltulas in Fire Temple']",18,9
"['1 Skulltula from each Adult Dungeon', 'All 5 Skulltulas in Forest Temple']",10,8
"['1 Skulltula from each Adult Dungeon', 'All 5 Skulltulas in Shadow Temple']",19,3
"['1 Skulltula from each Adult Dungeon', 'All 5 Skulltulas in Spirit Temple']",14,16
"['1 Skulltula from each Adult Dungeon', 'All 5 Skulltulas in Water Temple']",19,6
"['1 Skulltula from each Adult Dungeon', 'All 8 Death Mountain area Skulltulas']",20,3
"['1 Skulltula from each Adult Dungeon', 'All 8 Kakariko area Skulltulas']",22,7
"['1 Skulltula from each Adult Dungeon', 'All 8 Zoras Domain area Skulltulas']",44,16
"['1 Skulltula from each Adult Dungeon', 'Beat Dodongos Cavern']",27,15
"['1 Skulltula from each Adult Dungeon', 'Beat Jabu-Jabus Belly']",19,7
"['1 Skulltula from each Adult Dungeon', 'Beat the Deku Tree']",12,19
"['1 Skulltula from each Adult Dungeon', 'Beat the Fire Temple']",25,18
"['1 Skulltula from each Adult Dungeon', 'Beat the Forest Temple']",6,6
"['1 Skulltula from each Adult Dungeon', 'Beat the Shadow Temple']",11,2
"['1 Skulltula from each Adult Dungeon', 'Beat the Water Temple']",10,7
"['1 Skulltula from each Adult Dungeon', 'Blue Fire']",7,0
"['1 Skulltula from each Adult Dungeon', 'Blue Potion']",9,5
"['1 Skulltula from each Adult Dungeon', 'Bolero of Fire']",26,10
"['1 Skulltula from each Adult Dungeon', 'Bomb Bag (30)']",27,6
"['1 Skulltula from each Adult Dungeon', 'Boomerang']",11,3
"['1 Skulltula from each Adult Dungeon', 'Both HPs in Death Mountain Crater']",23,17
"['1 Skulltula from each Adult Dungeon', 'Both HPs in Lost Woods']",50,18
"['1 Skulltula from each Adult Dungeon', 'Bottled Fairy']",23,16
"['1 Skulltula from each Adult Dungeon', 'Bronze Gauntlets']",13,5
"['1 Skulltula from each Adult Dungeon', 'Bullet Bag (40)']",7,6
"['1 Skulltula from each Adult Dungeon', 'Bullet Bag (50)']",21,7
"['1 Skulltula from each Adult Dungeon', 'Clear 4 Silver Rupee Rooms']",6,1
"['1 Skulltula from each Adult Dungeon', 'Clear 8 Silver Rupee Rooms']",18,6
"['1 Skulltula from each Adult Dungeon', 'Cow in House']",8,7
"['1 Skulltula from each Adult Dungeon', 'Defeat Amy (Green Poe)']",10,3
"['1 Skulltula from each Adult Dungeon', 'Defeat Barinade']",17,14
"['1 Skulltula from each Adult Dungeon', 'Defeat Big Octo']",18,7
"['1 Skulltula from each Adult Dungeon', 'Defeat King Dodongo']",12,10
"['1 Skulltula from each Adult Dungeon', 'Defeat Meg (purple Poe)']",34,23
"['1 Skulltula from each Adult Dungeon', 'Defeat Morpha']",8,2
"['1 Skulltula from each Adult Dungeon', 'Defeat Nabooru-Knuckle']",14,6
"['1 Skulltula from each Adult Dungeon', 'Defeat Volvagia']",28,8
"['1 Skulltula from each Adult Dungeon', 'Defeat a Skull Kid']",23,13
"['1 Skulltula from each Adult Dungeon', 'Defeat a White Wolfos']",7,3
"['1 Skulltula from each Adult Dungeon', 'Defeat all Lizalfos in Dodongos Cavern']",10,4
"['1 Skulltula from each Adult Dungeon', 'Defeat both Flare Dancers']",12,7
"['1 Skulltula from each Adult Dungeon', 'Desert Colossus HP']",14,10
"['1 Skulltula from each Adult Dungeon', 'Dins Fire', 'Map & Compass in Fire Temple']",8,5
"['1 Skulltula from each Adult Dungeon', 'Dins Fire', 'Silver Gauntlets']",11,5
"['1 Skulltula from each Adult Dungeon', 'Dins Fire']",66,31
"['1 Skulltula from each Adult Dungeon', 'Double Defense']",13,12
"['1 Skulltula from each Adult Dungeon', 'Double Magic']",11,5
"['1 Skulltula from each Adult Dungeon', 'Eponas Song']",20,8
"['1 Skulltula from each Adult Dungeon', 'Exactly 20 Deku Sticks']",21,16
"['1 Skulltula from each Adult Dungeon', 'Exactly 30 Deku Sticks']",37,16
"['1 Skulltula from each Adult Dungeon', 'Fairy Slingshot']",14,8
"['1 Skulltula from each Adult Dungeon', 'Farores Wind']",14,10
"['1 Skulltula from each Adult Dungeon', 'Fill all 4 Bottle Slots']",13,11
"['1 Skulltula from each Adult Dungeon', 'Fire Arrows']",18,6
"['1 Skulltula from each Adult Dungeon', 'Fire Medallion']",15,13
"['1 Skulltula from each Adult Dungeon', 'Fire Temple Boss Key']",21,10
"['1 Skulltula from each Adult Dungeon', 'Forest Temple Boss Key']",16,7
"['1 Skulltula from each Adult Dungeon', 'Free all 9 Gorons in Fire Temple']",25,16
"['1 Skulltula from each Adult Dungeon', 'Frogs HP']",6,0
"['1 Skulltula from each Adult Dungeon', 'Ganons Castle Boss Key']",21,17
"['1 Skulltula from each Adult Dungeon', 'Gerudos Card']",13,5
"['1 Skulltula from each Adult Dungeon', 'Get Bombchu chest in Spirit Temple']",8,3
"['1 Skulltula from each Adult Dungeon', 'Giants Knife']",22,5
"['1 Skulltula from each Adult Dungeon', 'Golden Gauntlets']",10,4
"['1 Skulltula from each Adult Dungeon', 'Goron Bracelet']",49,24
"['1 Skulltula from each Adult Dungeon', 'Goron Tunic']",32,15
"['1 Skulltula from each Adult Dungeon', 'Green Gauntlets']",35,9
"['1 Skulltula from each Adult Dungeon', 'Ice Arrows']",6,6
"['1 Skulltula from each Adult Dungeon', 'Ice Cavern HP']",14,7
"['1 Skulltula from each Adult Dungeon', 'Iron Boots']",14,5
"['1 Skulltula from each Adult Dungeon', 'Keaton Mask']",9,3
"['1 Skulltula from each Adult Dungeon', 'Lens of Truth']",8,1
"['1 Skulltula from each Adult Dungeon', 'Light Arrows']",15,2
"['1 Skulltula from each Adult Dungeon', 'Lon Lon Ranch HP']",12,4
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Bottom of the Well']",11,17
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Deku Tree']",12,5
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Dodongos Cavern']",10,4
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Fire Temple']",19,15
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Forest Temple']",9,14
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Ice Cavern']",8,10
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Jabu-Jabu']",12,7
"['1 Skulltula from each Adult Dungeon', 'Map & Compass in Shadow Temple']",6,4
"['1 Skulltula from each Adult Dungeon', 'Megaton Hammer']",28,24
"['1 Skulltula from each Adult Dungeon', 'Milk']",6,8
"['1 Skulltula from each Adult Dungeon', 'Mirror Shield']",12,4
"['1 Skulltula from each Adult Dungeon', 'Nayrus Love']",15,4
"['1 Skulltula from each Adult Dungeon', 'Obtain all 5 Small Keys in Forest Temple']",16,13
"['1 Skulltula from each Adult Dungeon', 'Obtain all 5 Small Keys in Shadow Temple']",26,12
"['1 Skulltula from each Adult Dungeon', 'Obtain all 8 Small Keys in Fire Temple']",24,16
"['1 Skulltula from each Adult Dungeon', 'Open 3 Gold Rupee Chests']",34,20
"['1 Skulltula from each Adult Dungeon', 'Open 5 Gold Rupee Chests']",14,4
"['1 Skulltula from each Adult Dungeon', 'Open 50 Rupee chest in Wasteland']",13,3
"['1 Skulltula from each Adult Dungeon', 'Open the Final Door of Fire Trial']",11,3
"['1 Skulltula from each Adult Dungeon', 'Open the Final Door of Forest Trial']",24,7
"['1 Skulltula from each Adult Dungeon', 'Open the Final Door of Light Trial']",15,5
"['1 Skulltula from each Adult Dungeon', 'Open the Final Door of Shadow Trial']",23,12
"['1 Skulltula from each Adult Dungeon', 'Open the Final Door of Spirit Trial']",13,2
"['1 Skulltula from each Adult Dungeon', 'Open the Final Door of Water Trial']",33,24
"['1 Skulltula from each Adult Dungeon', 'Plant 5 Magic Beans']",12,4
"['1 Skulltula from each Adult Dungeon', 'Plant bean in Death Mountain Crater']",12,5
"['1 Skulltula from each Adult Dungeon', 'Quiver (40)']",27,6
"['1 Skulltula from each Adult Dungeon', 'Quiver (50)']",32,10
"['1 Skulltula from each Adult Dungeon', 'Requiem of Spirit']",6,1
"['1 Skulltula from each Adult Dungeon', 'Rutos Letter']",10,9
"['1 Skulltula from each Adult Dungeon', 'Sarias Song']",31,14
"['1 Skulltula from each Adult Dungeon', 'Shadow Temple Boss Key']",9,2
"['1 Skulltula from each Adult Dungeon', 'Silver Gauntlets']",20,9
"['1 Skulltula from each Adult Dungeon', 'Silver Scale']",31,21
"['1 Skulltula from each Adult Dungeon', 'Spirit Temple Boss Key']",11,6
"['1 Skulltula from each Adult Dungeon', 'Stone of Agony']",10,2
"['1 Skulltula from each Adult Dungeon', 'Two Fairy Spells']",30,26
"['1 Skulltula from each Adult Dungeon', 'Water Medallion']",11,3
"['1 Skulltula from each Adult Dungeon', 'Water Temple Boss Key']",10,11
"['1 Skulltula from each Adult Dungeon', 'Win Bombchu Bowling Prize']",13,3
"['1 Skulltula from each Adult Dungeon', 'Zora Tunic']",20,4
"['1 Skulltula from each Child Dungeon', '1 Unused Small Key in each Adult Dungeon']",9,1
"['1 Skulltula from each Child Dungeon', '10 Songs']",13,4
"['1 Skulltula from each Child Dungeon', '2 Skulltulas in Lon Lon Ranch']",9,2
"['1 Skulltula from each Child Dungeon', '3 Shields & 3 Boots']",9,3
"['1 Skulltula from each Child Dungeon', '3 Swords, Tunics, Boots, and Shields']",15,4
"['1 Skulltula from each Child Dungeon', '30 Different Skulltulas']",14,2
"['1 Skulltula from each Child Dungeon', '8 Hearts (no duping)']",10,3
"['1 Skulltula from each Child Dungeon', '9 Hearts (no duping)']",9,2
"['1 Skulltula from each Child Dungeon', 'All 3 Elemental Arrows']",24,6
"['1 Skulltula from each Child Dungeon', 'All 3 Skulltulas in Bottom of the Well']",10,0
"['1 Skulltula from each Child Dungeon', 'All 5 Skulltulas in Shadow Temple']",7,1
"['1 Skulltula from each Child Dungeon', 'Beat the Fire Temple']",7,2
"['1 Skulltula from each Child Dungeon', 'Beat the Spirit Temple']",19,4
"['1 Skulltula from each Child Dungeon', 'Bolero of Fire']",7,1
"['1 Skulltula from each Child Dungeon', 'Both HPs in Death Mountain Crater']",8,3
"['1 Skulltula from each Child Dungeon', 'Both HPs in Lost Woods']",10,0
"['1 Skulltula from each Child Dungeon', 'Both Rusty Switches in Spirit Temple']",10,2
"['1 Skulltula from each Child Dungeon', 'Bottled Fairy']",9,4
"['1 Skulltula from each Child Dungeon', 'Bullet Bag (50)']",12,1
"['1 Skulltula from each Child Dungeon', 'Clear 10 Silver Rupee Rooms']",10,0
"['1 Skulltula from each Child Dungeon', 'Clear 8 Silver Rupee Rooms']",6,3
"['1 Skulltula from each Child Dungeon', 'Defeat Meg (purple Poe)']",13,7
"['1 Skulltula from each Child Dungeon', 'Defeat Twinrova']",8,0
"['1 Skulltula from each Child Dungeon', 'Defeat Volvagia']",6,0
"['1 Skulltula from each Child Dungeon', 'Defeat a Skull Kid']",10,4
"['1 Skulltula from each Child Dungeon', 'Dins Fire']",11,1
"['1 Skulltula from each Child Dungeon', 'Fire Temple Boss Key']",6,1
"['1 Skulltula from each Child Dungeon', 'Free all 9 Gorons in Fire Temple']",6,4
"['1 Skulltula from each Child Dungeon', 'Ganons Castle Boss Key']",7,1
"['1 Skulltula from each Child Dungeon', 'Giants Knife']",8,1
"['1 Skulltula from each Child Dungeon', 'Goron Bracelet']",8,4
"['1 Skulltula from each Child Dungeon', 'Green Gauntlets']",12,0
"['1 Skulltula from each Child Dungeon', 'Map & Compass in Spirit Temple']",14,3
"['1 Skulltula from each Child Dungeon', 'Nayrus Love']",6,3
"['1 Skulltula from each Child Dungeon', 'Obtain all 5 Small Keys in Forest Temple']",6,3
"['1 Skulltula from each Child Dungeon', 'Obtain all 5 Small Keys in Shadow Temple']",12,7
"['1 Skulltula from each Child Dungeon', 'Obtain all 8 Small Keys in Fire Temple']",6,3
"['1 Skulltula from each Child Dungeon', 'Open 3 Boss Key Doors']",6,0
"['1 Skulltula from each Child Dungeon', 'Open 3 Gold Rupee Chests']",6,2
"['1 Skulltula from each Child Dungeon', 'Open All 6 Gold Rupee Chests']",17,2
"['1 Skulltula from each Child Dungeon', 'Open the Final Door of Shadow Trial']",11,2
"['1 Skulltula from each Child Dungeon', 'Open the Final Door of Water Trial']",9,3
"['1 Skulltula from each Child Dungeon', 'Quiver (40)']",8,3
"['1 Skulltula from each Child Dungeon', 'Silver Gauntlets']",8,0
"['1 Skulltula from each Child Dungeon', 'Silver Scale']",12,4
"['1 Skulltula from each Child Dungeon', 'Two Fairy Spells']",8,1
"['1 Unused Small Key in each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch']",8,5
"['1 Unused Small Key in each Adult Dungeon', '3 Boots']",10,6
"['1 Unused Small Key in each Adult Dungeon', '3 Lake Hylia Skulltulas']",9,4
"['1 Unused Small Key in each Adult Dungeon', '3 Shields & 3 Boots']",9,3
"['1 Unused Small Key in each Adult Dungeon', '3 Shields']",9,3
"['1 Unused Small Key in each Adult Dungeon', '3 Skulltulas in Water Temple']",9,1
"['1 Unused Small Key in each Adult Dungeon', '3 Swords & 3 Boots']",12,5
"['1 Unused Small Key in each Adult Dungeon', '3 Swords & 3 Shields']",9,0
"['1 Unused Small Key in each Adult Dungeon', '3 Swords, Tunics, Boots, and Shields']",8,1
"['1 Unused Small Key in each Adult Dungeon', '3 Tunics & 3 Boots']",6,5
"['1 Unused Small Key in each Adult Dungeon', '3 Tunics']",10,1
"['1 Unused Small Key in each Adult Dungeon', '30 Deku Nuts']",7,1
"['1 Unused Small Key in each Adult Dungeon', '5 Hearts']",15,2
"['1 Unused Small Key in each Adult Dungeon', '5 Magic Beans']",17,2
"['1 Unused Small Key in each Adult Dungeon', '5 Zora area HPs']",18,1
"['1 Unused Small Key in each Adult Dungeon', '6 Songs']",6,3
"['1 Unused Small Key in each Adult Dungeon', '7 Different Bottled Contents']",6,1
"['1 Unused Small Key in each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds']",10,5
"['1 Unused Small Key in each Adult Dungeon', '7 Hearts (no duping)']",13,4
"['1 Unused Small Key in each Adult Dungeon', '7 Magic Beans']",14,0
"['1 Unused Small Key in each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds']",12,1
"['1 Unused Small Key in each Adult Dungeon', '8 Hearts (no duping)']",17,6
"['1 Unused Small Key in each Adult Dungeon', '9 Hearts (no duping)']",17,7
"['1 Unused Small Key in each Adult Dungeon', 'All 3 Elemental Arrows']",25,4
"['1 Unused Small Key in each Adult Dungeon', 'All 3 Kokiri Forest area Skulltulas']",9,3
"['1 Unused Small Key in each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well']",11,4
"['1 Unused Small Key in each Adult Dungeon', 'All 3 Skulltulas in Ice Cavern']",6,2
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Child Skulltulas in Zoras Domain Area']",21,6
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Gerudo Valley area Skulltulas']",10,2
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Lon Lon Ranch area Skulltulas']",9,0
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Lost Woods area Skulltulas']",6,1
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Market area Skulltulas']",11,2
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Skulltulas in Deku Tree']",8,4
"['1 Unused Small Key in each Adult Dungeon', 'All 4 Wasteland/ Colossus area Skulltulas']",6,1
"['1 Unused Small Key in each Adult Dungeon', 'All 5 Lake Hylia Skulltulas']",10,4
"['1 Unused Small Key in each Adult Dungeon', 'All 5 Skulltulas in Fire Temple']",10,2
"['1 Unused Small Key in each Adult Dungeon', 'All 5 Skulltulas in Forest Temple']",9,0
"['1 Unused Small Key in each Adult Dungeon', 'All 5 Skulltulas in Spirit Temple']",6,0
"['1 Unused Small Key in each Adult Dungeon', 'All 5 Skulltulas in Water Temple']",13,4
"['1 Unused Small Key in each Adult Dungeon', 'All 8 Death Mountain area Skulltulas']",12,2
"['1 Unused Small Key in each Adult Dungeon', 'All 8 Kakariko area Skulltulas']",13,1
"['1 Unused Small Key in each Adult Dungeon', 'All 8 Zoras Domain area Skulltulas', 'Two Fairy Spells']",7,2
"['1 Unused Small Key in each Adult Dungeon', 'All 8 Zoras Domain area Skulltulas']",24,5
"['1 Unused Small Key in each Adult Dungeon', 'Beat Dodongos Cavern']",7,1
"['1 Unused Small Key in each Adult Dungeon', 'Beat Jabu-Jabus Belly']",8,6
"['1 Unused Small Key in each Adult Dungeon', 'Beat the Deku Tree']",7,1
"['1 Unused Small Key in each Adult Dungeon', 'Beat the Fire Temple']",6,3
"['1 Unused Small Key in each Adult Dungeon', 'Beat the Water Temple']",10,4
"['1 Unused Small Key in each Adult Dungeon', 'Blue Potion']",6,0
"['1 Unused Small Key in each Adult Dungeon', 'Bolero of Fire']",14,2
"['1 Unused Small Key in each Adult Dungeon', 'Both HPs in Death Mountain Crater']",9,3
"['1 Unused Small Key in each Adult Dungeon', 'Both HPs in Lost Woods']",32,4
"['1 Unused Small Key in each Adult Dungeon', 'Bottled Fairy']",9,1
"['1 Unused Small Key in each Adult Dungeon', 'Bronze Gauntlets']",8,0
"['1 Unused Small Key in each Adult Dungeon', 'Bullet Bag (40)']",6,0
"['1 Unused Small Key in each Adult Dungeon', 'Bullet Bag (50)']",14,5
"['1 Unused Small Key in each Adult Dungeon', 'Clear 10 Silver Rupee Rooms']",14,5
"['1 Unused Small Key in each Adult Dungeon', 'Cow in House']",12,2
"['1 Unused Small Key in each Adult Dungeon', 'Defeat 4 Different Iron Knuckles']",8,2
"['1 Unused Small Key in each Adult Dungeon', 'Defeat Barinade']",9,1
"['1 Unused Small Key in each Adult Dungeon', 'Defeat Big Octo']",9,2
"['1 Unused Small Key in each Adult Dungeon', 'Defeat Twinrova']",9,4
"['1 Unused Small Key in each Adult Dungeon', 'Defeat Volvagia']",11,8
"['1 Unused Small Key in each Adult Dungeon', 'Defeat a Skull Kid']",14,2
"['1 Unused Small Key in each Adult Dungeon', 'Defeat all Lizalfos in Dodongos Cavern']",6,5
"['1 Unused Small Key in each Adult Dungeon', 'Dins Fire']",21,5
"['1 Unused Small Key in each Adult Dungeon', 'Double Magic']",6,2
"['1 Unused Small Key in each Adult Dungeon', 'Eponas Song']",18,5
"['1 Unused Small Key in each Adult Dungeon', 'Exactly 30 Deku Sticks']",15,4
"['1 Unused Small Key in each Adult Dungeon', 'Farores Wind']",11,4
"['1 Unused Small Key in each Adult Dungeon', 'Fire Temple Boss Key']",15,5
"['1 Unused Small Key in each Adult Dungeon', 'Forest Temple Boss Key']",6,4
"['1 Unused Small Key in each Adult Dungeon', 'Free all 9 Gorons in Fire Temple']",8,5
"['1 Unused Small Key in each Adult Dungeon', 'Ganons Castle Boss Key']",12,6
"['1 Unused Small Key in each Adult Dungeon', 'Gerudos Card']",13,2
"['1 Unused Small Key in each Adult Dungeon', 'Giants Knife']",7,4
"['1 Unused Small Key in each Adult Dungeon', 'Goron Bracelet']",15,9
"['1 Unused Small Key in each Adult Dungeon', 'Goron Tunic']",6,1
"['1 Unused Small Key in each Adult Dungeon', 'Green Gauntlets']",46,8
"['1 Unused Small Key in each Adult Dungeon', 'Ice Cavern HP']",11,3
"['1 Unused Small Key in each Adult Dungeon', 'Keaton Mask']",8,1
"['1 Unused Small Key in each Adult Dungeon', 'Lens of Truth']",6,0
"['1 Unused Small Key in each Adult Dungeon', 'Light Arrows']",11,0
"['1 Unused Small Key in each Adult Dungeon', 'Lon Lon Ranch HP']",17,8
"['1 Unused Small Key in each Adult Dungeon', 'Longshot']",8,0
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Bottom of the Well']",7,2
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Dodongos Cavern']",16,2
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Fire Temple']",9,3
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Forest Temple']",9,0
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Ice Cavern']",6,2
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Jabu-Jabu']",12,3
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Spirit Temple']",9,1
"['1 Unused Small Key in each Adult Dungeon', 'Map & Compass in Water Temple']",8,5
"['1 Unused Small Key in each Adult Dungeon', 'Megaton Hammer']",11,2
"['1 Unused Small Key in each Adult Dungeon', 'Nayrus Love']",6,1
"['1 Unused Small Key in each Adult Dungeon', 'Obtain all 8 Small Keys in Fire Temple']",17,10
"['1 Unused Small Key in each Adult Dungeon', 'Open 3 Gold Rupee Chests']",14,2
"['1 Unused Small Key in each Adult Dungeon', 'Open 5 Gold Rupee Chests']",15,2
"['1 Unused Small Key in each Adult Dungeon', 'Open All 6 Gold Rupee Chests']",8,3
"['1 Unused Small Key in each Adult Dungeon', 'Open the Final Door of Fire Trial']",7,3
"['1 Unused Small Key in each Adult Dungeon', 'Open the Final Door of Forest Trial']",12,3
"['1 Unused Small Key in each Adult Dungeon', 'Open the Final Door of Light Trial']",9,4
"['1 Unused Small Key in each Adult Dungeon', 'Open the Final Door of Shadow Trial']",15,4
"['1 Unused Small Key in each Adult Dungeon', 'Open the Final Door of Water Trial']",16,6
"['1 Unused Small Key in each Adult Dungeon', 'Plant 5 Magic Beans']",6,2
"['1 Unused Small Key in each Adult Dungeon', 'Plant bean in Death Mountain Crater']",7,3
"['1 Unused Small Key in each Adult Dungeon', 'Quiver (40)']",16,7
"['1 Unused Small Key in each Adult Dungeon', 'Quiver (50)']",13,1
"['1 Unused Small Key in each Adult Dungeon', 'Rutos Letter']",8,2
"['1 Unused Small Key in each Adult Dungeon', 'Sarias Song']",19,5
"['1 Unused Small Key in each Adult Dungeon', 'Silver Scale']",18,4
"['1 Unused Small Key in each Adult Dungeon', 'Two Fairy Spells']",26,9
"['1 Unused Small Key in each Adult Dungeon', 'Win Bombchu Bowling Prize']",6,2
"['1 Unused Small Key in each Adult Dungeon', 'Zora Tunic']",13,4
"['10 Songs', '15 Different Skulltulas']",11,3
"['10 Songs', '2 Boss Keys']",15,4
"['10 Songs', '2 Skulltulas in Lon Lon Ranch']",15,3
"['10 Songs', '20 Different Skulltulas']",20,6
"['10 Songs', '3 Boots']",12,6
"['10 Songs', '3 Lake Hylia Skulltulas']",7,3
"['10 Songs', '3 Shields & 3 Boots']",6,1
"['10 Songs', '3 Shields']",8,3
"['10 Songs', '3 Skulltulas in Water Temple']",16,4
"['10 Songs', '3 Swords & 3 Boots']",14,7
"['10 Songs', '3 Swords & 3 Shields']",10,0
"['10 Songs', '3 Swords & 3 Tunics']",6,2
"['10 Songs', '3 Tunics & 3 Boots']",19,8
"['10 Songs', '3 Tunics']",17,5
"['10 Songs', '3 Unused Keys in Gerudo Training Grounds']",14,5
"['10 Songs', '30 Deku Nuts']",16,8
"['10 Songs', '37th Heart Piece (Child Fortress)']",12,0
"['10 Songs', '4 Compasses']",9,2
"['10 Songs', '4 Maps']",9,0
"['10 Songs', '4 Skulltulas in Shadow Temple']",20,10
"['10 Songs', '4 Unused Keys in Forest Temple']",7,4
"['10 Songs', '5 Compasses']",19,13
"['10 Songs', '5 Hearts']",16,12
"['10 Songs', '5 Magic Beans']",17,2
"['10 Songs', '5 Maps', 'Goron Bracelet']",7,0
"['10 Songs', '5 Maps']",27,11
"['10 Songs', '5 Zora area HPs']",24,4
"['10 Songs', '500 Rupees']",11,12
"['10 Songs', '6 Compasses']",22,14
"['10 Songs', '6 Different Unused Keys in Gerudo Training Grounds']",13,3
"['10 Songs', '6 Hearts']",6,3
"['10 Songs', '6 Maps', 'Exactly 30 Deku Sticks']",6,0
"['10 Songs', '6 Maps', 'Goron Bracelet']",6,0
"['10 Songs', '6 Maps']",31,8
"['10 Songs', '7 Different Bottled Contents']",9,2
