goal combination,count,pick count
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 8 Zoras Domain area Skulltulas']",2,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Defeat Meg (purple Poe)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Free all 9 Gorons in Fire Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Nayrus Love']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics']",3,1
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', '30 Deku Nuts']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'Open the Final Door of Water Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', '5 Zora area HPs']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'All 4 Gerudo Valley area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'All 4 Lon Lon Ranch area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'All 5 Lake Hylia Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'All 5 Skulltulas in Fire Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Defeat Queen Gohma']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Goron Bracelet']",2,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Keaton Mask']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Nayrus Love']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Obtain all 8 Small Keys in Fire Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Open the Final Door of Water Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts']",5,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'All 3 Skulltulas in Bottom of the Well']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Beat Jabu-Jabus Belly']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Blue Fire']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Defeat Meg (purple Poe)']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Goron Bracelet']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Open the Final Door of Fire Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)']",2,0
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'All 4 Lon Lon Ranch area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'Defeat Meg (purple Poe)']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Songs', '8 Hearts (no duping)']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Songs', 'Beat Dodongos Cavern']",1,1
"['1 Skulltula from each Adult Dungeon', '4 Songs', 'Beat Jabu-Jabus Belly']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Songs', 'Boomerang']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Songs', 'Bronze Gauntlets']",1,1
"['1 Skulltula from each Adult Dungeon', '4 Songs', 'Defeat both Flare Dancers']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Songs', 'Free all 9 Gorons in Fire Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '4 Songs', 'Green Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Songs', 'Open 3 Gold Rupee Chests']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Songs']",3,1
"['1 Skulltula from each Adult Dungeon', '5 Hearts', '8 Different Unused Keys in Gerudo Training Grounds']",1,0
"['1 Skulltula from each Adult Dungeon', '5 Hearts', 'All 4 Skulltulas in Jabu-Jabu']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Hearts', 'All 5 Skulltulas in Forest Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Hearts', 'All 5 Skulltulas in Spirit Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Hearts', 'Dins Fire']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Hearts', 'Goron Bracelet']",1,0
"['1 Skulltula from each Adult Dungeon', '5 Hearts', 'Ice Cavern HP']",1,0
"['1 Skulltula from each Adult Dungeon', '5 Hearts', 'Map & Compass in Fire Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Hearts', 'Sarias Song']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Hearts']",3,2
"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Beat Dodongos Cavern']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Defeat Barinade']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Defeat Meg (purple Poe)']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Magic Beans']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'All 5 Skulltulas in Dodongos Cavern']",1,2
"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'All 5 Skulltulas in Spirit Temple']",2,3
"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Beat Dodongos Cavern']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Bottled Fairy']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Defeat Meg (purple Poe)']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Exactly 20 Deku Sticks']",1,2
"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Golden Gauntlets']",1,1
"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Open the Final Door of Water Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs']",4,4
"['1 Skulltula from each Adult Dungeon', '6 Different Unused Keys in Gerudo Training Grounds', 'Both HPs in Death Mountain Crater']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Different Unused Keys in Gerudo Training Grounds', 'Defeat Morpha']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Different Unused Keys in Gerudo Training Grounds', 'Goron Bracelet']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Different Unused Keys in Gerudo Training Grounds']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Hearts', 'All 5 Lake Hylia Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Hearts', 'All 8 Zoras Domain area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Hearts', 'Exactly 30 Deku Sticks']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Hearts', 'Green Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Hearts', 'Map & Compass in Shadow Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Hearts', 'Nayrus Love']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Hearts', 'Open 5 Gold Rupee Chests']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Hearts']",3,0
"['1 Skulltula from each Adult Dungeon', '6 Songs', 'Dins Fire']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Songs', 'Light Arrows']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Songs', 'Map & Compass in Dodongos Cavern']",1,0
"['1 Skulltula from each Adult Dungeon', '6 Songs', 'Quiver (40)']",1,1
"['1 Skulltula from each Adult Dungeon', '6 Songs', 'Sarias Song']",1,1
"['1 Skulltula from each Adult Dungeon', '6 Songs']",2,1
"['1 Skulltula from each Adult Dungeon', '7 Different Bottled Contents', '8 Hearts (no duping)']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Bottled Contents', 'Both HPs in Lost Woods']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Bottled Contents', 'Light Arrows']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Bottled Contents', 'Mirror Shield']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Bottled Contents', 'Plant bean in Death Mountain Crater']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Bottled Contents', 'Quiver (40)']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Bottled Contents']",2,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', '8 Hearts (no duping)']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'All 3 Skulltulas in Bottom of the Well']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Bullet Bag (50)']",1,1
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Defeat Volvagia']",1,1
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Defeat all Lizalfos in Dodongos Cavern']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Exactly 30 Deku Sticks']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Frogs HP']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Green Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Iron Boots']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Keaton Mask']",1,1
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Map & Compass in Water Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds', 'Win Bombchu Bowling Prize']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Different Unused Keys in Gerudo Training Grounds']",4,1
"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'All 4 Child Skulltulas in Zoras Domain Area']",1,1
"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'Boomerang']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'Clear 8 Silver Rupee Rooms']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'Exactly 30 Deku Sticks']",2,1
"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'Map & Compass in Bottom of the Well']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'Plant 5 Magic Beans']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'Two Fairy Spells']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)']",3,1
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans', 'All 5 Lake Hylia Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans', 'All 8 Zoras Domain area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans', 'Blue Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans', 'Defeat Meg (purple Poe)']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans', 'Defeat all Lizalfos in Dodongos Cavern']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans', 'Light Arrows']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans', 'Map & Compass in Deku Tree']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans', 'Map & Compass in Fire Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans', 'Zora Tunic']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Magic Beans']",3,0
"['1 Skulltula from each Adult Dungeon', '7 Songs', 'All 5 Lake Hylia Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Songs', 'Defeat Volvagia']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Songs', 'Exactly 30 Deku Sticks']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Songs', 'Lens of Truth']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Songs', 'Open 5 Gold Rupee Chests']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Songs', 'Open the Final Door of Forest Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '7 Songs']",2,0
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds', 'All 4 Gerudo Valley area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds', 'Dins Fire']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds', 'Goron Bracelet']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds', 'Goron Tunic']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds', 'Ice Cavern HP']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds', 'Map & Compass in Deku Tree']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds', 'Open 3 Gold Rupee Chests']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds', 'Quiver (50)']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Different Unused Keys in Gerudo Training Grounds']",3,0
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'All 3 Skulltulas in Bottom of the Well']",2,1
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Boomerang']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Defeat both Flare Dancers']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Desert Colossus HP']",1,2
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Keaton Mask']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Lon Lon Ranch HP']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Map & Compass in Ice Cavern']",1,1
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Map & Compass in Water Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Megaton Hammer']",1,1
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Mirror Shield']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Open 3 Gold Rupee Chests']",1,2
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Open the Final Door of Fire Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)', 'Plant bean in Death Mountain Crater']",1,0
"['1 Skulltula from each Adult Dungeon', '8 Hearts (no duping)']",6,3
"['1 Skulltula from each Adult Dungeon', 'All 3 Kokiri Forest area Skulltulas', 'All 4 Wasteland/ Colossus area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Kokiri Forest area Skulltulas', 'Beat the Fire Temple']",1,1
"['1 Skulltula from each Adult Dungeon', 'All 3 Kokiri Forest area Skulltulas', 'Fairy Slingshot']",1,1
"['1 Skulltula from each Adult Dungeon', 'All 3 Kokiri Forest area Skulltulas', 'Green Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Kokiri Forest area Skulltulas', 'Lens of Truth']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Kokiri Forest area Skulltulas']",2,1
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Beat Jabu-Jabus Belly']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Blue Fire']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Defeat Meg (purple Poe)']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Dins Fire']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Fire Arrows']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Iron Boots']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Map & Compass in Ice Cavern']",1,1
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Map & Compass in Water Temple']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Megaton Hammer']",1,1
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Open the Final Door of Shadow Trial']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well', 'Silver Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Bottom of the Well']",5,1
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Ice Cavern', 'All 5 Skulltulas in Shadow Temple']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Ice Cavern', 'Defeat King Dodongo']",1,2
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Ice Cavern', 'Dins Fire']",1,2
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Ice Cavern', 'Get Bombchu chest in Spirit Temple']",1,2
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Ice Cavern', 'Obtain all 8 Small Keys in Fire Temple']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Ice Cavern', 'Silver Scale']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 3 Skulltulas in Ice Cavern']",2,2
"['1 Skulltula from each Adult Dungeon', 'All 4 Child Skulltulas in Zoras Domain Area', 'Defeat Volvagia']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Child Skulltulas in Zoras Domain Area', 'Double Magic']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Child Skulltulas in Zoras Domain Area', 'Exactly 30 Deku Sticks']",1,1
"['1 Skulltula from each Adult Dungeon', 'All 4 Child Skulltulas in Zoras Domain Area', 'Zora Tunic']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Child Skulltulas in Zoras Domain Area']",2,1
"['1 Skulltula from each Adult Dungeon', 'All 4 Gerudo Valley area Skulltulas', 'All 5 Lake Hylia Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Gerudo Valley area Skulltulas', 'Defeat Meg (purple Poe)']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Gerudo Valley area Skulltulas', 'Goron Tunic']",2,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Gerudo Valley area Skulltulas', 'Map & Compass in Fire Temple']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Gerudo Valley area Skulltulas', 'Nayrus Love']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Gerudo Valley area Skulltulas', 'Quiver (50)']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Gerudo Valley area Skulltulas']",3,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Lon Lon Ranch area Skulltulas', 'Defeat Meg (purple Poe)']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Lon Lon Ranch area Skulltulas', 'Goron Tunic']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Lon Lon Ranch area Skulltulas', 'Keaton Mask']",1,0
"['1 Skulltula from each Adult Dungeon', 'All 4 Lon Lon Ranch area Skulltulas', 'Map & Compass in Fire Temple']",1,0
